Year,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
2010,Burma (Myanmar),"3,750,000","1,900,000","240,000","820,000","38,410,000","2,760,000","80,000",<10000,"47,960,000"
2010,Namibia,"2,230,000",<10000,"40,000",<10000,<10000,<10000,<10000,<10000,"2,280,000"
2010,Nauru,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,"10,000"
2010,Nepal,"140,000","1,370,000","80,000","24,170,000","3,080,000","1,100,000","20,000",<10000,"29,960,000"
2010,Netherlands,"8,410,000","1,000,000","6,990,000","80,000","40,000","30,000","30,000","30,000","16,610,000"
2010,New Caledonia,"210,000",<10000,"30,000",<10000,<10000,<10000,<10000,<10000,"250,000"
2010,New Zealand,"2,490,000","50,000","1,600,000","90,000","70,000","20,000","30,000",<10000,"4,370,000"
2010,Nicaragua,"4,970,000",<10000,"730,000",<10000,<10000,"80,000",<10000,<10000,"5,790,000"
2010,Niger,"120,000","15,270,000","110,000",<10000,<10000,<10000,<10000,<10000,"15,510,000"
2010,Nigeria,"78,050,000","77,300,000","680,000",<10000,"10,000","2,290,000","90,000",<10000,"158,420,000"
2010,Niue,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,North Korea,"480,000",<10000,"17,350,000",<10000,"370,000","3,000,000","3,140,000",<10000,"24,350,000"
2010,Northern Mariana Islands,"40,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"50,000"
2010,Norway,"4,140,000","180,000","490,000","20,000","30,000",<10000,"10,000",<10000,"4,880,000"
2010,Oman,"180,000","2,390,000",<10000,"150,000","20,000",<10000,"30,000",<10000,"2,780,000"
2010,Pakistan,"2,750,000","167,410,000","20,000","3,330,000","20,000","30,000","20,000",<10000,"173,590,000"
2010,Palau,"20,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"20,000"
2010,Palestinian territories,"100,000","3,940,000",<10000,<10000,<10000,<10000,<10000,<10000,"4,040,000"
2010,Panama,"3,270,000","30,000","170,000",<10000,<10000,"20,000","20,000","10,000","3,520,000"
2010,Papua New Guinea,"6,800,000",<10000,<10000,<10000,<10000,"30,000","20,000",<10000,"6,860,000"
2010,Paraguay,"6,250,000",<10000,"70,000",<10000,<10000,"110,000","10,000",<10000,"6,450,000"
2010,Peru,"27,780,000",<10000,"860,000",<10000,"50,000","290,000","90,000",<10000,"29,080,000"
2010,Philippines,"86,370,000","5,150,000","90,000",<10000,"80,000","1,430,000","130,000",<10000,"93,260,000"
2010,Poland,"36,100,000",<10000,"2,150,000",<10000,<10000,<10000,<10000,"10,000","38,280,000"
2010,Portugal,"9,810,000","30,000","800,000",<10000,"20,000","10,000",<10000,<10000,"10,680,000"
2010,Puerto Rico,"3,630,000",<10000,"70,000",<10000,"10,000","30,000",<10000,<10000,"3,750,000"
2010,Qatar,"240,000","1,190,000","20,000","240,000","50,000",<10000,"10,000",<10000,"1,760,000"
2010,Reunion,"740,000","40,000","20,000","40,000",<10000,<10000,<10000,<10000,"850,000"
2010,Romania,"21,380,000","70,000","20,000",<10000,<10000,<10000,<10000,<10000,"21,490,000"
2010,Russia,"104,750,000","14,290,000","23,180,000","30,000","170,000","310,000",<10000,"230,000","142,960,000"
2010,Rwanda,"9,920,000","190,000","380,000",<10000,<10000,"100,000","20,000",<10000,"10,620,000"
2010,St. Helena,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,St. Kitts and Nevis,"50,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"50,000"
2010,St. Lucia,"160,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"170,000"
2010,St. Pierre and Miquelon,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,St. Vincent and the Grenadines,"100,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"110,000"
2010,Samoa,"180,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"180,000"
2010,San Marino,"30,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"30,000"
2010,Sao Tome and Principe,"140,000",<10000,"20,000",<10000,<10000,<10000,<10000,<10000,"170,000"
2010,Saudi Arabia,"1,200,000","25,520,000","180,000","310,000","90,000","70,000","70,000",<10000,"27,450,000"
2010,Senegal,"450,000","11,980,000",<10000,<10000,<10000,<10000,<10000,<10000,"12,430,000"
2010,Serbia,"7,490,000","330,000","260,000",<10000,<10000,<10000,<10000,<10000,"8,090,000"
2010,Seychelles,"90,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"90,000"
2010,Sierra Leone,"1,230,000","4,580,000",<10000,<10000,<10000,"50,000",<10000,<10000,"5,870,000"
2010,Singapore,"920,000","730,000","830,000","260,000","1,730,000","120,000","490,000",<10000,"5,090,000"
2010,Slovakia,"4,660,000",<10000,"780,000",<10000,<10000,<10000,<10000,<10000,"5,460,000"
2010,Slovenia,"1,590,000","70,000","370,000",<10000,<10000,<10000,<10000,<10000,"2,030,000"
2010,Solomon Islands,"520,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"540,000"
2010,Somalia,<10000,"9,310,000",<10000,<10000,<10000,<10000,<10000,<10000,"9,330,000"
2010,South Africa,"40,710,000","860,000","7,450,000","570,000","100,000","210,000","170,000","70,000","50,130,000"
2010,South Korea,"14,170,000","100,000","22,340,000",<10000,"11,050,000","400,000","110,000",<10000,"48,180,000"
2010,Spain,"36,240,000","980,000","8,740,000","20,000",<10000,"20,000","10,000","60,000","46,080,000"
2010,Sri Lanka,"1,530,000","2,040,000",<10000,"2,830,000","14,450,000",<10000,<10000,<10000,"20,860,000"
2010,Sudan,"1,810,000","30,490,000","350,000",<10000,<10000,"950,000",<10000,<10000,"33,600,000"
2010,Suriname,"270,000","80,000","30,000","100,000",<10000,"30,000",<10000,<10000,"520,000"
2010,Swaziland,"1,040,000",<10000,"120,000",<10000,<10000,"10,000",<10000,<10000,"1,190,000"
2010,Sweden,"6,310,000","430,000","2,540,000","20,000","40,000","20,000","20,000","10,000","9,380,000"
2010,Switzerland,"5,570,000","380,000","1,600,000","40,000","40,000",<10000,"10,000","20,000","7,660,000"
2010,Syria,"1,060,000","18,930,000","420,000",<10000,<10000,<10000,<10000,<10000,"20,410,000"
2010,Taiwan,"1,280,000","10,000","2,950,000",<10000,"4,950,000","10,260,000","3,760,000",<10000,"23,220,000"
2010,Tajikistan,"110,000","6,650,000","100,000",<10000,<10000,<10000,<10000,<10000,"6,880,000"
2010,Tanzania,"27,540,000","15,770,000","650,000","50,000",<10000,"800,000","30,000",<10000,"44,840,000"
2010,Thailand,"600,000","3,770,000","190,000","70,000","64,420,000","60,000",<10000,<10000,"69,120,000"
2010,Timor-Leste,"1,120,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"1,120,000"
2010,Togo,"2,640,000","840,000","370,000",<10000,<10000,"2,150,000","30,000",<10000,"6,030,000"
2010,Tokelau,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,Tonga,"100,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"100,000"
2010,Trinidad and Tobago,"880,000","80,000","30,000","300,000",<10000,"30,000","20,000",<10000,"1,340,000"
2010,Tunisia,"20,000","10,430,000","20,000",<10000,<10000,<10000,<10000,<10000,"10,480,000"
2010,Turkey,"320,000","71,330,000","860,000",<10000,"40,000","20,000","150,000","20,000","72,750,000"
2010,Turkmenistan,"320,000","4,690,000","30,000",<10000,<10000,<10000,<10000,<10000,"5,040,000"
2010,Turks and Caicos Islands,"30,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"30,000"
2010,Tuvalu,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,Uganda,"28,980,000","3,840,000","170,000","100,000",<10000,"290,000","40,000",<10000,"33,420,000"
2010,Ukraine,"38,100,000","560,000","6,690,000","10,000","20,000",<10000,<10000,"50,000","45,450,000"
2010,United Arab Emirates,"940,000","5,780,000","90,000","490,000","150,000",<10000,"60,000",<10000,"7,510,000"
2010,United Kingdom,"39,890,000","2,960,000","17,220,000","890,000","280,000","60,000","460,000","290,000","62,040,000"
2010,United States,"243,060,000","2,770,000","50,980,000","1,790,000","3,570,000","630,000","1,900,000","5,690,000","310,380,000"
2010,U.S. Virgin Islands,"100,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"110,000"
2010,Uruguay,"1,950,000",<10000,"1,370,000",<10000,<10000,"30,000",<10000,<10000,"3,370,000"
2010,Uzbekistan,"630,000","26,550,000","220,000",<10000,"10,000","10,000",<10000,"10,000","27,450,000"
2010,Vanuatu,"220,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"240,000"
2010,Venezuela,"25,890,000","90,000","2,900,000",<10000,<10000,"60,000","20,000",<10000,"28,980,000"
2010,Vietnam,"7,170,000","160,000","26,040,000",<10000,"14,380,000","39,750,000","350,000",<10000,"87,850,000"
2010,Wallis and Futuna,"10,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"10,000"
2010,Western Sahara,<10000,"530,000",<10000,<10000,<10000,<10000,<10000,<10000,"530,000"
2010,Yemen,"40,000","23,830,000","20,000","150,000",<10000,<10000,<10000,<10000,"24,050,000"
2010,Zambia,"12,770,000","70,000","70,000","10,000",<10000,"40,000","120,000",<10000,"13,090,000"
2010,Zimbabwe,"10,930,000","110,000","990,000",<10000,<10000,"480,000","40,000","10,000","12,570,000"
2010,South Sudan,"6,010,000","610,000","50,000",<10000,<10000,"3,270,000",<10000,<10000,"9,950,000"
2010,Curacao,"140,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"150,000"
2010,Sint Maarten,"40,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"40,000"
2010,Caribbean Netherlands,"20,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"20,000"
2020,All Countries,"2,382,750,000","1,907,110,000","1,193,750,000","1,161,440,000","506,990,000","429,640,000","60,990,000","14,660,000","7,657,330,000"
2020,All Countries,"277,270,000","4,890,000","71,270,000","3,120,000","4,540,000","1,300,000","3,200,000","6,120,000","371,700,000"
2020,All Countries,"585,850,000","890,000","52,430,000","690,000","440,000","11,540,000","1,070,000","480,000","653,390,000"
2020,All Countries,"534,970,000","50,470,000","148,410,000","1,710,000","1,670,000","1,050,000","970,000","1,370,000","740,600,000"
2020,All Countries,"14,600,000","381,140,000","2,480,000","2,350,000","760,000","1,350,000","250,000","6,380,000","409,310,000"
2020,All Countries,"650,240,000","329,740,000","31,330,000","1,650,000","170,000","33,440,000","2,280,000","90,000","1,048,930,000"
2020,All Countries,"319,830,000","1,139,990,000","887,840,000","1,151,920,000","499,410,000","380,970,000","53,220,000","210,000","4,433,390,000"
2020,Afghanistan,"40,000","40,610,000",<10000,"10,000",<10000,<10000,"30,000",<10000,"40,720,000"
2020,Albania,"540,000","2,640,000","30,000",<10000,<10000,<10000,<10000,<10000,"3,220,000"
2020,Algeria,"70,000","39,430,000","740,000",<10000,<10000,"10,000",<10000,<10000,"40,270,000"
2020,American Samoa,"60,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"60,000"
2020,Andorra,"70,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"80,000"
2020,Angola,"22,190,000","50,000","1,270,000",<10000,<10000,"1,020,000",<10000,<10000,"24,530,000"
2020,Anguilla,"10,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"20,000"
2020,Antigua and Barbuda,"90,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"100,000"
2020,Argentina,"37,420,000","410,000","5,320,000",<10000,"20,000","330,000","120,000","200,000","43,830,000"
2020,Armenia,"3,180,000",<10000,"40,000",<10000,<10000,<10000,<10000,<10000,"3,230,000"
2020,Aruba,"100,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"110,000"
2020,Australia,"15,090,000","740,000","6,990,000","410,000","720,000","180,000","210,000","120,000","24,450,000"
2020,Austria,"6,720,000","530,000","1,250,000",<10000,"20,000",<10000,"10,000","20,000","8,580,000"
2020,Azerbaijan,"260,000","9,870,000",<10000,<10000,<10000,<10000,<10000,<10000,"10,150,000"
2020,Bahamas,"360,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"380,000"
2020,Bahrain,"210,000","1,020,000","30,000","150,000","50,000",<10000,<10000,<10000,"1,460,000"
2020,Bangladesh,"520,000","153,010,000",<10000,"13,790,000","1,040,000","120,000","120,000",<10000,"168,580,000"
2020,Barbados,"270,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"280,000"
2020,Belarus,"6,650,000","50,000","2,690,000",<10000,<10000,<10000,<10000,<10000,"9,410,000"
2020,Belgium,"6,590,000","810,000","3,370,000","10,000","40,000","30,000","10,000","30,000","10,890,000"
2020,Belize,"330,000",<10000,"30,000",<10000,<10000,<10000,<10000,<10000,"380,000"
2020,Benin,"6,010,000","2,830,000","600,000",<10000,<10000,"2,050,000",<10000,<10000,"11,500,000"
2020,Bermuda,"50,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"70,000"
2020,Bhutan,<10000,<10000,<10000,"190,000","620,000","20,000",<10000,<10000,"830,000"
2020,Bolivia,"11,120,000",<10000,"480,000",<10000,<10000,"100,000","110,000",<10000,"11,830,000"
2020,Bosnia-Herzegovina,"1,810,000","1,650,000","80,000",<10000,<10000,<10000,<10000,<10000,"3,540,000"
2020,Botswana,"1,700,000","20,000","390,000",<10000,<10000,"100,000","10,000",<10000,"2,220,000"
2020,Brazil,"185,430,000","40,000","17,620,000",<10000,"250,000","6,680,000","300,000","110,000","210,450,000"
2020,British Virgin Islands,"30,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"30,000"
2020,Brunei,"40,000","340,000",<10000,<10000,"40,000","30,000",<10000,<10000,"450,000"
2020,Bulgaria,"5,580,000","980,000","320,000",<10000,<10000,<10000,<10000,<10000,"6,890,000"
2020,Burkina Faso,"4,930,000","14,240,000","110,000",<10000,<10000,"3,430,000",<10000,<10000,"22,710,000"
2020,Burundi,"9,180,000","290,000",<10000,<10000,<10000,"610,000",<10000,<10000,"10,080,000"
2020,Cambodia,"60,000","320,000","30,000",<10000,"15,690,000","90,000",<10000,<10000,"16,210,000"
2020,Cameroon,"16,750,000","4,640,000","1,260,000",<10000,<10000,"760,000","650,000",<10000,"24,070,000"
2020,Canada,"24,280,000","1,030,000","8,950,000","610,000","370,000","450,000","430,000","420,000","36,550,000"
2020,Cape Verde,"510,000",<10000,"50,000",<10000,<10000,<10000,<10000,<10000,"570,000"
2020,Cayman Islands,"50,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"60,000"
2020,Central African Republic,"4,770,000","480,000","50,000",<10000,<10000,"50,000",<10000,<10000,"5,360,000"
2020,Chad,"6,040,000","8,090,000","350,000",<10000,<10000,"190,000","20,000",<10000,"14,690,000"
2020,Channel Islands,"130,000",<10000,"20,000",<10000,<10000,<10000,<10000,<10000,"150,000"
2020,Chile,"16,380,000","10,000","1,800,000",<10000,"10,000","270,000","40,000","20,000","18,540,000"
2020,China,"72,410,000","28,010,000","720,100,000","30,000","254,700,000","304,620,000","9,560,000",<10000,"1,389,430,000"
2020,Colombia,"48,150,000","10,000","3,510,000",<10000,<10000,"430,000","40,000",<10000,"52,160,000"
2020,Comoros,<10000,"940,000",<10000,<10000,<10000,<10000,<10000,<10000,"960,000"
2020,Republic of the Congo,"4,480,000","60,000","410,000",<10000,<10000,"140,000","50,000",<10000,"5,150,000"
2020,Democratic Republic of the Congo,"81,520,000","1,310,000","1,450,000","40,000",<10000,"620,000","110,000",<10000,"85,060,000"
2020,Cook Islands,"20,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"20,000"
2020,Costa Rica,"4,780,000",<10000,"420,000",<10000,<10000,"40,000","20,000",<10000,"5,270,000"
2020,Ivory Coast,"10,690,000","9,040,000","1,970,000",<10000,"10,000","2,550,000","40,000",<10000,"24,320,000"
2020,Croatia,"4,010,000","70,000","220,000",<10000,<10000,<10000,<10000,<10000,"4,300,000"
2020,Cuba,"6,610,000",<10000,"2,600,000","20,000",<10000,"1,980,000",<10000,<10000,"11,230,000"
2020,Cyprus,"880,000","300,000","20,000",<10000,<10000,<10000,<10000,<10000,"1,220,000"
2020,Czech Republic,"2,210,000","20,000","8,280,000",<10000,"20,000","20,000",<10000,<10000,"10,560,000"
2020,Denmark,"4,640,000","290,000","680,000","30,000","20,000",<10000,<10000,<10000,"5,670,000"
2020,Djibouti,"20,000","1,030,000",<10000,<10000,<10000,<10000,<10000,<10000,"1,070,000"
2020,Dominica,"70,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"70,000"
2020,Dominican Republic,"9,930,000",<10000,"1,230,000",<10000,<10000,"100,000","10,000",<10000,"11,280,000"
2020,Ecuador,"15,490,000",<10000,"920,000",<10000,<10000,"50,000",<10000,<10000,"16,480,000"
2020,Egypt,"4,440,000","90,420,000",<10000,<10000,<10000,<10000,<10000,<10000,"94,870,000"
2020,El Salvador,"5,870,000",<10000,"740,000",<10000,<10000,"30,000","20,000",<10000,"6,670,000"
2020,Equatorial Guinea,"770,000","30,000","40,000",<10000,<10000,"10,000",<10000,<10000,"860,000"
2020,Eritrea,"4,230,000","2,460,000",<10000,<10000,<10000,"30,000",<10000,<10000,"6,730,000"
2020,Estonia,"500,000",<10000,"770,000",<10000,<10000,<10000,<10000,<10000,"1,280,000"
2020,Ethiopia,"62,610,000","36,290,000","60,000",<10000,<10000,"2,120,000","10,000",<10000,"101,100,000"
2020,Faeroe Islands,"50,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"50,000"
2020,Falkland Islands (Malvinas),<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,Fiji,"630,000","60,000",<10000,"270,000",<10000,<10000,<10000,<10000,"980,000"
2020,Finland,"4,280,000","70,000","1,140,000",<10000,<10000,<10000,<10000,<10000,"5,510,000"
2020,France,"37,940,000","5,430,000","20,830,000","40,000","310,000","250,000","110,000","340,000","65,260,000"
2020,French Guiana,"240,000",<10000,"10,000",<10000,<10000,"20,000",<10000,<10000,"280,000"
2020,French Polynesia,"280,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"300,000"
2020,Gabon,"1,400,000","230,000","110,000",<10000,<10000,"110,000","10,000",<10000,"1,860,000"
2020,Gambia,"100,000","2,260,000",<10000,<10000,<10000,<10000,<10000,<10000,"2,370,000"
2020,Georgia,"3,690,000","490,000","30,000",<10000,<10000,<10000,<10000,<10000,"4,220,000"
2020,Germany,"53,190,000","5,530,000","21,150,000","80,000","230,000","40,000","100,000","220,000","80,540,000"
2020,Ghana,"22,330,000","5,300,000","1,160,000",<10000,<10000,"1,500,000","40,000",<10000,"30,350,000"
2020,Gibraltar,"30,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"30,000"
2020,Greece,"9,850,000","660,000","690,000","20,000",<10000,"10,000","10,000",<10000,"11,250,000"
2020,Greenland,"50,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"60,000"
2020,Grenada,"120,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"120,000"
2020,Guadeloupe,"470,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"490,000"
2020,Guam,"190,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"200,000"
2020,Guatemala,"17,360,000",<10000,"720,000",<10000,<10000,"110,000","20,000",<10000,"18,210,000"
2020,Guinea,"1,380,000","10,800,000","230,000",<10000,"10,000","340,000",<10000,<10000,"12,760,000"
2020,Guinea-Bissau,"350,000","850,000","80,000",<10000,<10000,"560,000",<10000,<10000,"1,840,000"
2020,Guyana,"580,000","50,000","20,000","200,000",<10000,<10000,<10000,<10000,"850,000"
2020,Haiti,"10,040,000",<10000,"1,230,000",<10000,<10000,"240,000","30,000",<10000,"11,550,000"
2020,Vatican City,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,Honduras,"7,950,000","10,000","950,000",<10000,"10,000","100,000","60,000",<10000,"9,090,000"
2020,Hong Kong,"1,120,000","160,000","4,090,000","30,000","1,000,000","970,000","110,000",<10000,"7,480,000"
2020,Hungary,"7,680,000","10,000","1,970,000",<10000,<10000,<10000,<10000,<10000,"9,690,000"
2020,Iceland,"330,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"350,000"
2020,India,"33,800,000","213,340,000","900,000","1,093,780,000","10,140,000","6,540,000","28,520,000","10,000","1,387,030,000"
2020,Indonesia,"26,930,000","229,620,000","240,000","4,210,000","1,800,000","750,000","360,000",<10000,"263,910,000"
2020,Iran,"100,000","80,880,000","100,000","20,000",<10000,<10000,"140,000",<10000,"81,250,000"
2020,Iraq,"320,000","41,430,000","50,000",<10000,<10000,<10000,"20,000",<10000,"41,830,000"
2020,Ireland,"4,590,000","80,000","400,000","20,000","10,000",<10000,<10000,<10000,"5,110,000"
2020,Isle of Man,"80,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"90,000"
2020,Israel,"180,000","1,730,000","280,000",<10000,"20,000","20,000","10,000","6,360,000","8,600,000"
2020,Italy,"48,720,000","2,960,000","8,100,000","140,000","150,000","100,000","60,000","50,000","60,270,000"
2020,Jamaica,"2,270,000",<10000,"500,000",<10000,<10000,"140,000","30,000",<10000,"2,930,000"
2020,Japan,"2,190,000","220,000","74,780,000","40,000","41,380,000","500,000","5,550,000",<10000,"124,660,000"
2020,Jordan,"160,000","7,410,000",<10000,"10,000","30,000",<10000,<10000,<10000,"7,640,000"
2020,Kazakhstan,"4,130,000","12,870,000","720,000",<10000,"60,000","70,000","20,000",<10000,"17,880,000"
2020,Kenya,"44,460,000","5,550,000","1,200,000","70,000",<10000,"780,000","570,000",<10000,"52,630,000"
2020,Kiribati,"110,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"110,000"
2020,Kosovo,"100,000","1,750,000",<10000,<10000,<10000,<10000,<10000,<10000,"1,860,000"
2020,Kuwait,"450,000","2,350,000",<10000,"330,000","180,000",<10000,<10000,<10000,"3,320,000"
2020,Kyrgyzstan,"620,000","5,540,000","30,000",<10000,<10000,<10000,<10000,<10000,"6,190,000"
2020,Laos,"110,000",<10000,"60,000",<10000,"4,630,000","2,370,000","50,000",<10000,"7,240,000"
2020,Latvia,"1,160,000",<10000,"960,000",<10000,<10000,<10000,<10000,<10000,"2,130,000"
2020,Lebanon,"1,740,000","2,780,000","10,000",<10000,<10000,<10000,<10000,<10000,"4,550,000"
2020,Lesotho,"2,310,000",<10000,"70,000",<10000,<10000,<10000,<10000,<10000,"2,380,000"
2020,Liberia,"4,480,000","610,000","70,000",<10000,<10000,"30,000",<10000,<10000,"5,200,000"
2020,Libya,"200,000","7,170,000","10,000",<10000,"20,000",<10000,<10000,<10000,"7,420,000"
2020,Liechtenstein,"40,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"40,000"
2020,Lithuania,"2,820,000",<10000,"310,000",<10000,<10000,<10000,<10000,<10000,"3,130,000"
2020,Luxembourg,"370,000","10,000","140,000",<10000,<10000,<10000,<10000,<10000,"520,000"
2020,Macau,"40,000",<10000,"90,000",<10000,"100,000","340,000",<10000,<10000,"570,000"
2020,Republic of Macedonia,"1,100,000","870,000","30,000",<10000,<10000,<10000,<10000,<10000,"2,000,000"
2020,Madagascar,"23,200,000","850,000","2,010,000","20,000",<10000,"1,270,000","30,000",<10000,"27,380,000"
2020,Malawi,"17,280,000","2,660,000","410,000","10,000",<10000,"340,000","10,000",<10000,"20,720,000"
2020,Malaysia,"3,140,000","22,070,000","200,000","1,940,000","5,220,000","730,000","50,000",<10000,"33,360,000"
2020,Maldives,<10000,"350,000",<10000,<10000,<10000,<10000,<10000,<10000,"360,000"
2020,Mali,"490,000","19,610,000","110,000",<10000,<10000,"530,000",<10000,<10000,"20,730,000"
2020,Malta,"400,000",<10000,"10,000",<10000,<10000,<10000,<10000,<10000,"420,000"
2020,Marshall Islands,"50,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"50,000"
2020,Martinique,"400,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"420,000"
2020,Mauritania,"10,000","4,310,000",<10000,<10000,<10000,"20,000",<10000,<10000,"4,350,000"
2020,Mauritius,"440,000","230,000","10,000","640,000",<10000,<10000,<10000,<10000,"1,330,000"
2020,Mayotte,<10000,"270,000",<10000,<10000,<10000,<10000,<10000,<10000,"270,000"
2020,Mexico,"118,570,000",<10000,"7,240,000",<10000,"10,000","70,000","20,000","80,000","126,010,000"
2020,Federated States of Micronesia,"130,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"130,000"
2020,Moldova,"3,260,000","30,000","40,000",<10000,<10000,<10000,<10000,"20,000","3,350,000"
2020,Monaco,"30,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"40,000"
2020,Mongolia,"70,000","110,000","1,160,000",<10000,"1,730,000","110,000",<10000,<10000,"3,190,000"
2020,Montenegro,"490,000","130,000","20,000",<10000,<10000,<10000,<10000,<10000,"640,000"
2020,Montserrat,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,Morocco,"20,000","35,510,000",<10000,<10000,<10000,<10000,<10000,<10000,"35,530,000"
2020,Mozambique,"16,760,000","5,000,000","5,020,000","10,000",<10000,"2,210,000",<10000,<10000,"29,000,000"
2020,Burma (Myanmar),"4,040,000","2,200,000","260,000","890,000","41,440,000","2,990,000","90,000",<10000,"51,910,000"
2020,Namibia,"2,600,000",<10000,"50,000",<10000,<10000,<10000,<10000,<10000,"2,670,000"
2020,Nauru,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,"10,000"
2020,Nepal,"170,000","1,790,000","90,000","28,600,000","3,540,000","1,290,000","30,000",<10000,"35,490,000"
2020,Netherlands,"8,070,000","1,170,000","7,550,000","100,000","50,000","40,000","40,000","30,000","17,040,000"
2020,New Caledonia,"230,000",<10000,"30,000",<10000,<10000,<10000,<10000,<10000,"280,000"
2020,New Zealand,"2,540,000","80,000","1,910,000","120,000","90,000","20,000","40,000",<10000,"4,810,000"
2020,Nicaragua,"5,710,000",<10000,"870,000",<10000,<10000,"90,000",<10000,<10000,"6,690,000"
2020,Niger,"200,000","21,660,000","170,000",<10000,<10000,"20,000",<10000,<10000,"22,040,000"
2020,Nigeria,"96,080,000","104,650,000","790,000",<10000,"20,000","3,050,000","110,000",<10000,"204,690,000"
2020,Niue,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,North Korea,"500,000",<10000,"18,070,000",<10000,"380,000","3,130,000","3,270,000",<10000,"25,350,000"
2020,Northern Mariana Islands,"50,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"60,000"
2020,Norway,"4,230,000","250,000","600,000","30,000","40,000",<10000,"10,000",<10000,"5,180,000"
2020,Oman,"220,000","2,890,000","10,000","190,000","20,000",<10000,"30,000",<10000,"3,370,000"
2020,Pakistan,"3,260,000","200,490,000","30,000","3,990,000","20,000","40,000","30,000",<10000,"207,860,000"
2020,Palau,"20,000",<10000,<10000,<10000,<10000,<10000,<10000,<10000,"20,000"
2020,Palestinian territories,"110,000","5,250,000",<10000,<10000,<10000,<10000,<10000,<10000,"5,360,000"
2020,Panama,"3,720,000","30,000","200,000",<10000,<10000,"20,000","20,000","20,000","4,020,000"
2020,Papua New Guinea,"8,390,000",<10000,<10000,<10000,<10000,"40,000","20,000",<10000,"8,460,000"
2020,Paraguay,"7,390,000",<10000,"90,000",<10000,<10000,"130,000","10,000",<10000,"7,630,000"
2020,Peru,"31,420,000",<10000,"1,010,000",<10000,"50,000","330,000","110,000",<10000,"32,920,000"
2020,Philippines,"102,320,000","6,330,000","110,000",<10000,"100,000","1,750,000","160,000",<10000,"110,780,000"
